stage,aggression,action,stake,play_style,hand_quality
turn,1.0,checks,0.0,agressive,0.3372
turn,1.0,checks,0.0,average,0.14396
river,1.0,checks,0.0,agressive,0.22929
river,1.0,checks,0.0,average,0.08283
hole,1.1456,bets,1.456,agressive,0.208
hole,1.1456,calls,1.456,average,0.105
hole,-0.8544,folds,1.456,safe,0.194
flop,2.163043,calls,1.63043,agressive,0.93154
flop,0.163043,folds,1.63043,average,0.23404
turn,3.240097,calls,2.40097,agressive,0.90242
river,4.224747,calls,2.24747,agressive,0.82929
hole,1.1421000000000001,bets,1.421,agressive,0.203
hole,1.1421000000000001,calls,1.421,average,0.173
hole,1.1421000000000001,calls,1.421,safe,0.235
flop,2.201203,bets,2.01203,agressive,0.80481
flop,0.20120300000000002,folds,2.01203,average,0.56984
flop,2.201203,calls,2.01203,safe,0.91212
turn,3.191787,bets,1.91787,agressive,0.76715
turn,3.191787,calls,1.91787,safe,0.86763
river,4.183333,bets,1.83333,agressive,0.73333
river,4.183333,calls,1.83333,safe,0.82626
hole,1.1,calls,1.0,agressive,0.175
hole,1.1,calls,1.0,average,0.167
hole,1.1,calls,1.0,safe,0.192
flop,2.196346,bets,1.96346,agressive,0.78538
flop,0.196346,folds,1.96346,average,0.48196
flop,2.196346,calls,1.96346,safe,0.87882
turn,3.158937,bets,1.58937,agressive,0.63575
turn,3.158937,calls,1.58937,safe,0.71014
river,3.0,checks,0.0,agressive,0.54949
river,3.0,checks,0.0,safe,0.62828
hole,1.1,calls,1.0,agressive,0.166
hole,1.1,calls,1.0,average,0.128
hole,-1.1,folds,1.0,safe,0.123
flop,2.2449120000000002,calls,2.44912,agressive,0.84736
flop,0.24491200000000002,folds,2.44912,average,0.40796
turn,3.233575,calls,2.33575,agressive,0.83671
river,4.232323,calls,2.32323,agressive,0.71313
hole,1.1575,bets,1.575,agressive,0.225
hole,1.1575,calls,1.575,average,0.251
hole,-0.8425,folds,1.575,safe,0.113
flop,1.0,checks,0.0,agressive,0.26735
flop,2.150093,bets,1.50093,average,0.60037
flop,0.150093,folds,1.50093,agressive,0.26735
hole,1.1,calls,1.0,agressive,0.155
hole,1.1,calls,1.0,average,0.165
hole,1.1,calls,1.0,safe,0.175
flop,2.221785,calls,2.21785,agressive,0.74098
flop,0.22178499999999998,folds,2.21785,average,0.06753
flop,0.22178499999999998,folds,2.21785,safe,0.68548
turn,3.22029,calls,2.2029,agressive,0.62705
river,2.218687,folds,2.18687,agressive,0.51818
hole,1.1,calls,1.0,agressive,0.18
hole,1.1,calls,1.0,average,0.149
hole,-1.1,folds,1.0,safe,0.117
flop,2.196346,bets,1.96346,agressive,0.78538
flop,0.196346,folds,1.96346,average,0.33025
hole,1.1,calls,1.0,agressive,0.114
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.251
flop,2.157493,bets,1.57493,agressive,0.62997
flop,0.157493,folds,1.57493,safe,0.44496
hole,-1.1,folds,1.0,agressive,0.089
hole,1.1,calls,1.0,average,0.139
hole,1.1,calls,1.0,safe,0.187
flop,2.186864,calls,1.86864,average,0.87789
flop,0.186864,folds,1.86864,safe,0.24144
turn,3.155556,calls,1.55556,average,0.743
river,4.192677,bets,1.92677,average,0.77071
hole,1.1,calls,1.0,agressive,0.175
hole,1.1,calls,1.0,average,0.189
hole,-1.1,folds,1.0,safe,0.099
flop,2.232424,bets,2.32424,agressive,0.92969
flop,0.23242400000000002,folds,2.32424,average,0.26735
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.12
hole,1.1,calls,1.0,safe,0.244
flop,1.0,checks,0.0,agressive,0.19334
flop,2.164662,bets,1.64662,average,0.65865
flop,0.164662,folds,1.64662,safe,0.54857
flop,0.164662,folds,1.64662,agressive,0.19334
hole,1.1,calls,1.0,agressive,0.174
hole,1.1,calls,1.0,average,0.176
hole,-1.1,folds,1.0,safe,0.137
flop,2.208834,calls,2.08834,agressive,0.93154
flop,0.20883400000000002,folds,2.08834,average,0.40796
turn,3.179469,calls,1.79469,agressive,0.91014
river,4.211364,bets,2.11364,agressive,0.84545
hole,-1.1,folds,1.0,agressive,0.086
hole,1.1,calls,1.0,average,0.184
hole,-1.1,folds,1.0,safe,0.119
flop,0.177613,folds,1.77613,average,0.55597
hole,1.1,calls,1.0,agressive,0.181
hole,1.1,calls,1.0,average,0.208
hole,1.1,calls,1.0,safe,0.16
flop,1.0,checks,0.0,agressive,0.47734
flop,2.198427,bets,1.98427,average,0.79371
flop,0.198427,folds,1.98427,safe,0.65402
flop,0.198427,folds,1.98427,agressive,0.47734
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.128
hole,-1.1,folds,1.0,safe,0.124
flop,2.201665,bets,2.01665,agressive,0.80666
flop,0.20166499999999998,folds,2.01665,average,0.40796
hole,1.1,calls,1.0,agressive,0.115
hole,1.1,calls,1.0,average,0.17
hole,1.1,calls,1.0,safe,0.208
flop,2.155874,calls,1.55874,agressive,0.75948
flop,0.155874,folds,1.55874,average,0.28585
flop,0.155874,folds,1.55874,safe,0.40426
turn,3.162802,calls,1.62802,agressive,0.79903
river,4.196465,bets,1.96465,agressive,0.78586
hole,1.1,calls,1.0,agressive,0.101
hole,1.1,calls,1.0,average,0.252
hole,1.1,calls,1.0,safe,0.225
flop,2.175301,calls,1.75301,agressive,0.88714
flop,0.17530099999999998,folds,1.75301,average,0.35245
flop,0.17530099999999998,folds,1.75301,safe,0.55597
turn,3.201449,bets,2.01449,agressive,0.8058
hole,1.1953,bets,1.953,agressive,0.279
hole,1.1953,calls,1.953,average,0.231
hole,-0.8047,folds,1.953,safe,0.16
flop,2.150093,bets,1.50093,agressive,0.60037
flop,2.150093,calls,1.50093,average,0.85199
turn,2.0,checks,0.0,agressive,0.49565
turn,3.207729,bets,2.07729,average,0.83092
turn,1.207729,folds,2.07729,agressive,0.49565
hole,1.1,calls,1.0,agressive,0.12
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.114
flop,2.197965,bets,1.97965,agressive,0.79186
flop,2.197965,calls,1.97965,average,0.80666
turn,3.2082129999999998,bets,2.08213,agressive,0.83285
turn,3.2082129999999998,calls,2.08213,average,0.84831
river,4.194697,bets,1.94697,agressive,0.77879
river,4.194697,calls,1.94697,average,0.79495
hole,1.1764000000000001,bets,1.764,agressive,0.252
hole,-0.8236,folds,1.764,average,0.107
hole,-0.8236,folds,1.764,safe,0.215
flop,1.0,checks,0.0,agressive,0.33765
turn,1.0,checks,0.0,agressive,0.35266
river,2.193687,bets,1.93687,agressive,0.77475
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.244
hole,1.1,calls,1.0,safe,0.154
flop,0.172757,folds,1.72757,agressive,0.45236
flop,2.172757,calls,1.72757,average,0.99537
flop,0.172757,folds,1.72757,safe,0.54487
turn,3.168599,calls,1.68599,average,0.99227
river,4.158838,calls,1.58838,average,0.97273
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.244
hole,1.1,calls,1.0,safe,0.156
flop,1.0,checks,0.0,agressive,0.14154
flop,2.239824,bets,2.39824,average,0.9593
flop,0.23982399999999998,folds,2.39824,safe,0.22294
flop,0.23982399999999998,folds,2.39824,agressive,0.14154
hole,1.1,calls,1.0,agressive,0.123
hole,1.1,calls,1.0,average,0.151
hole,1.1,calls,1.0,safe,0.167
flop,2.224098,bets,2.24098,agressive,0.89639
flop,2.224098,calls,2.24098,average,0.79001
flop,0.224098,folds,2.24098,safe,0.44126
turn,3.216425,bets,2.16425,agressive,0.8657
turn,3.216425,calls,2.16425,average,0.75845
river,4.211616,bets,2.11616,agressive,0.84646
river,4.211616,calls,2.11616,average,0.73333
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.223
hole,1.1,calls,1.0,safe,0.251
flop,0.19704,folds,1.9704,agressive,0.11933
flop,2.19704,calls,1.9704,average,0.94727
flop,0.19704,folds,1.9704,safe,0.47456
turn,3.188164,calls,1.88164,average,0.90338
river,4.159343,calls,1.59343,average,0.97273
hole,1.1,calls,1.0,agressive,0.147
hole,1.1,calls,1.0,average,0.144
hole,-1.1,folds,1.0,safe,0.095
flop,2.201665,bets,2.01665,agressive,0.80666
flop,0.20166499999999998,folds,2.01665,average,0.54487
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.11
hole,-1.1,folds,1.0,safe,0.123
flop,1.0,checks,0.0,agressive,0.35245
flop,1.0,checks,0.0,average,0.40796
turn,2.193478,bets,1.93478,agressive,0.77391
turn,0.19347799999999998,folds,1.93478,average,0.37971
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.139
hole,1.1,calls,1.0,safe,0.151
flop,1.0,checks,0.0,agressive,0.18594
flop,1.0,checks,0.0,average,0.18594
flop,2.242368,bets,2.42368,safe,0.96947
flop,0.242368,folds,2.42368,agressive,0.18594
flop,0.242368,folds,2.42368,average,0.18594
hole,1.1,calls,1.0,agressive,0.142
hole,1.1,calls,1.0,average,0.14
hole,-1.1,folds,1.0,safe,0.091
flop,2.19704,bets,1.9704,agressive,0.78816
flop,2.19704,calls,1.9704,average,0.77336
turn,3.15942,bets,1.5942,agressive,0.63768
turn,3.15942,calls,1.5942,average,0.97585
river,3.0,checks,0.0,agressive,0.51414
river,4.2436869999999995,bets,2.43687,average,0.97475
river,2.243687,folds,2.43687,agressive,0.51414
hole,1.1,calls,1.0,agressive,0.175
hole,1.1,calls,1.0,average,0.251
hole,1.1,calls,1.0,safe,0.169
flop,0.1679,folds,1.679,agressive,0.53377
flop,2.1679,calls,1.679,average,0.96115
flop,0.1679,folds,1.679,safe,0.25624
turn,3.248068,bets,2.48068,average,0.99227
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.235
hole,1.1512,calls,1.512,safe,0.266
flop,2.228723,bets,2.28723,agressive,0.91489
flop,2.228723,calls,2.28723,average,0.60037
flop,0.228723,folds,2.28723,safe,0.73913
turn,3.22029,bets,2.2029,agressive,0.88116
turn,1.22029,folds,2.2029,average,0.48019
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.142
hole,1.1,calls,1.0,safe,0.151
flop,1.0,checks,0.0,agressive,0.11933
flop,2.172525,bets,1.72525,average,0.6901
flop,2.172525,calls,1.72525,safe,0.80666
flop,0.17252499999999998,folds,1.72525,agressive,0.11933
turn,3.1821260000000002,bets,1.82126,average,0.7285
turn,3.1821260000000002,calls,1.82126,safe,0.84831
river,4.198737,bets,1.98737,average,0.79495
river,4.198737,calls,1.98737,safe,0.93131
hole,1.1575,bets,1.575,agressive,0.225
hole,1.1575,calls,1.575,average,0.126
hole,-0.8425,folds,1.575,safe,0.145
flop,0.20906600000000003,folds,2.09066,agressive,0.36355
flop,0.20906600000000003,folds,2.09066,average,0.06753
hole,1.1,calls,1.0,agressive,0.166
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.189
flop,2.202128,calls,2.02128,agressive,0.716
flop,0.202128,folds,2.02128,safe,0.36355
turn,3.196377,calls,1.96377,agressive,0.70048
river,4.216667,calls,2.16667,agressive,0.75455
hole,1.1,calls,1.0,agressive,0.137
hole,1.1,calls,1.0,average,0.187
hole,-1.1,folds,1.0,safe,0.126
flop,2.237974,calls,2.37974,agressive,0.7049
flop,0.237974,folds,2.37974,average,0.35245
turn,1.227053,folds,2.27053,agressive,0.57778
hole,1.1,calls,1.0,agressive,0.14
hole,1.1,calls,1.0,average,0.194
hole,-1.1,folds,1.0,safe,0.108
flop,0.246068,folds,2.46068,agressive,0.01943
flop,0.246068,folds,2.46068,average,0.55597
hole,1.1,calls,1.0,agressive,0.167
hole,1.1,calls,1.0,average,0.124
hole,-1.1,folds,1.0,safe,0.139
flop,2.226873,bets,2.26873,agressive,0.90749
flop,0.22687300000000002,folds,2.26873,average,0.16374
hole,1.168,bets,1.68,agressive,0.24
hole,1.168,calls,1.68,average,0.16
hole,-0.8320000000000001,folds,1.68,safe,0.12
flop,2.221323,bets,2.21323,agressive,0.88529
flop,0.221323,folds,2.21323,average,0.54487
hole,1.1,calls,1.0,agressive,0.113
hole,1.1,calls,1.0,average,0.114
hole,-1.1,folds,1.0,safe,0.142
flop,2.204903,calls,2.04903,agressive,0.89084
flop,0.204903,folds,2.04903,average,0.05643
turn,3.235266,calls,2.35266,agressive,0.8599
river,2.156313,folds,1.56313,agressive,0.55253
hole,1.1,calls,1.0,agressive,0.175
hole,1.1,calls,1.0,average,0.173
hole,1.1,calls,1.0,safe,0.174
flop,1.0,checks,0.0,agressive,0.54487
flop,2.177845,bets,1.77845,average,0.71138
flop,0.177845,folds,1.77845,safe,0.44126
flop,0.177845,folds,1.77845,agressive,0.54487
hole,1.1981,bets,1.981,agressive,0.283
hole,1.1981,calls,1.981,average,0.142
hole,-0.8019000000000001,folds,1.981,safe,0.278
flop,2.177845,calls,1.77845,agressive,0.96115
flop,2.177845,calls,1.77845,average,0.98982
turn,3.15,calls,1.5,agressive,0.93333
turn,3.15,calls,1.5,average,0.98068
river,4.211364,bets,2.11364,agressive,0.84545
river,4.211364,calls,2.11364,average,0.92222
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.18
hole,1.1,calls,1.0,safe,0.146
flop,1.0,checks,0.0,agressive,0.30805
flop,1.0,checks,0.0,average,0.54487
flop,1.0,checks,0.0,safe,0.16374
turn,1.0,checks,0.0,agressive,0.1913
turn,1.0,checks,0.0,average,0.38647
turn,1.0,checks,0.0,safe,0.51014
river,1.0,checks,0.0,agressive,0.33333
river,2.235859,bets,2.35859,average,0.94343
river,0.23585899999999999,folds,2.35859,safe,0.39697
river,0.23585899999999999,folds,2.35859,agressive,0.33333
hole,1.1,calls,1.0,agressive,0.185
hole,1.1,calls,1.0,average,0.173
hole,1.1,calls,1.0,safe,0.154
flop,1.0,checks,0.0,agressive,0.41906
flop,1.0,checks,0.0,average,0.52266
flop,1.0,checks,0.0,safe,0.11933
turn,2.198309,bets,1.98309,agressive,0.79324
turn,0.198309,folds,1.98309,average,0.42609
turn,0.198309,folds,1.98309,safe,0.12464
hole,1.147,bets,1.47,agressive,0.21
hole,1.147,calls,1.47,average,0.161
hole,-0.853,folds,1.47,safe,0.128
flop,1.0,checks,0.0,agressive,0.52266
flop,1.0,checks,0.0,average,0.51156
turn,0.202174,folds,2.02174,agressive,0.44928
turn,0.202174,folds,2.02174,average,0.44928
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.149
hole,-1.1,folds,1.0,safe,0.123
flop,2.248844,bets,2.48844,agressive,0.99537
flop,0.248844,folds,2.48844,average,0.33025
hole,1.2652999999999999,bets,2.653,agressive,0.379
hole,-0.7347,folds,2.653,average,0.105
hole,-0.7347,folds,2.653,safe,0.185
hole,1.1,calls,1.0,agressive,0.167
hole,1.1,calls,1.0,average,0.229
hole,-1.1,folds,1.0,safe,0.128
flop,1.0,checks,0.0,agressive,0.55597
flop,1.0,checks,0.0,average,0.47456
turn,1.0,checks,0.0,agressive,0.42899
turn,1.0,checks,0.0,average,0.35942
river,1.0,checks,0.0,agressive,0.19495
river,2.210354,bets,2.10354,average,0.84141
river,0.210354,folds,2.10354,agressive,0.19495
hole,1.1,calls,1.0,agressive,0.149
hole,-1.1,folds,1.0,average,0.086
hole,-1.1,folds,1.0,safe,0.124
flop,1.0,checks,0.0,agressive,0.21924
turn,1.0,checks,0.0,agressive,0.21256
river,1.0,checks,0.0,agressive,0.0798
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.134
hole,-1.1,folds,1.0,safe,0.113
flop,2.204209,calls,2.04209,agressive,0.86401
flop,0.204209,folds,2.04209,average,0.24514
turn,3.185266,calls,1.85266,agressive,0.90048
river,4.160354,calls,1.60354,agressive,0.7798
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.114
hole,-1.1,folds,1.0,safe,0.108
flop,1.0,checks,0.0,agressive,0.16374
flop,1.0,checks,0.0,average,0.10823
turn,1.0,checks,0.0,agressive,0.17971
turn,1.0,checks,0.0,average,0.11884
river,1.0,checks,0.0,agressive,0.49697
river,1.0,checks,0.0,average,0.50505
hole,1.1,calls,1.0,agressive,0.114
hole,1.2652999999999999,bets,2.653,average,0.379
hole,1.2652999999999999,calls,2.653,safe,0.43
hole,2.2653,calls,2.653,agressive,0.114
flop,3.154487,bets,1.54487,agressive,0.61795
flop,2.154487,calls,1.54487,average,0.81406
flop,2.154487,calls,1.54487,safe,0.81961
turn,4.2343,bets,2.343,agressive,0.9372
turn,3.2343,calls,2.343,average,0.7401
turn,1.2343,folds,2.343,safe,0.74589
river,5.24697,bets,2.4697,agressive,0.98788
river,4.24697,calls,2.4697,average,0.71515
hole,1.1,calls,1.0,agressive,0.147
hole,1.1,calls,1.0,average,0.16
hole,1.1,calls,1.0,safe,0.173
flop,1.0,checks,0.0,agressive,0.40426
flop,1.0,checks,0.0,average,0.42646
flop,1.0,checks,0.0,safe,0.50416
turn,1.0,checks,0.0,agressive,0.32367
turn,1.0,checks,0.0,average,0.32174
turn,1.0,checks,0.0,safe,0.4
river,1.0,checks,0.0,agressive,0.34949
river,1.0,checks,0.0,average,0.34848
river,1.0,checks,0.0,safe,0.4404
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.17
hole,1.1,calls,1.0,safe,0.173
flop,2.184551,calls,1.84551,agressive,0.69843
flop,0.184551,folds,1.84551,average,0.40796
flop,0.184551,folds,1.84551,safe,0.53377
turn,3.247101,calls,2.47101,agressive,0.98068
river,4.230303,calls,2.30303,agressive,0.92222
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.133
flop,1.0,checks,0.0,agressive,0.05643
flop,1.0,checks,0.0,average,0.24514
turn,1.0,checks,0.0,agressive,0.05894
turn,1.0,checks,0.0,average,0.25604
river,1.0,checks,0.0,agressive,0.07374
river,1.0,checks,0.0,average,0.29192
hole,1.1,calls,1.0,agressive,0.155
hole,1.1,calls,1.0,average,0.123
hole,1.1,calls,1.0,safe,0.169
flop,2.203515,calls,2.03515,agressive,0.60037
flop,0.20351499999999997,folds,2.03515,average,0.23404
flop,2.203515,calls,2.03515,safe,0.92229
turn,3.1843,calls,1.843,agressive,0.62705
turn,3.1843,calls,1.843,safe,0.85024
river,2.171465,folds,1.71465,agressive,0.48182
river,4.171465,calls,1.71465,safe,0.79697
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.18
hole,1.1,calls,1.0,safe,0.151
flop,1.0,checks,0.0,agressive,0.34135
flop,1.0,checks,0.0,average,0.53377
flop,2.203053,bets,2.03053,safe,0.81221
flop,0.203053,folds,2.03053,agressive,0.34135
flop,0.203053,folds,2.03053,average,0.53377
hole,1.1,calls,1.0,agressive,0.176
hole,1.1,calls,1.0,average,0.128
hole,1.1,calls,1.0,safe,0.168
flop,1.0,checks,0.0,agressive,0.17484
flop,1.0,checks,0.0,average,0.31915
flop,1.0,checks,0.0,safe,0.35245
turn,1.0,checks,0.0,agressive,0.11304
turn,1.0,checks,0.0,average,0.23285
turn,1.0,checks,0.0,safe,0.26763
river,1.0,checks,0.0,agressive,0.04949
river,1.0,checks,0.0,average,0.14242
river,1.0,checks,0.0,safe,0.17475
hole,1.1491,bets,1.491,agressive,0.213
hole,-0.8509,folds,1.491,average,0.095
hole,-0.8509,folds,1.491,safe,0.173
flop,2.2192410000000002,bets,2.19241,agressive,0.87697
hole,1.1,calls,1.0,agressive,0.181
hole,1.1,calls,1.0,average,0.174
hole,1.1,calls,1.0,safe,0.151
flop,0.20629,folds,2.0629,agressive,0.51156
flop,0.20629,folds,2.0629,average,0.34135
flop,0.20629,folds,2.0629,safe,0.45236
hole,1.1,calls,1.0,agressive,0.18
hole,1.1,calls,1.0,average,0.229
hole,1.1,calls,1.0,safe,0.3
flop,1.0,checks,0.0,agressive,0.54487
flop,2.237049,bets,2.37049,average,0.9482
flop,2.237049,calls,2.37049,safe,0.99722
flop,0.237049,folds,2.37049,agressive,0.54487
turn,3.219324,bets,2.19324,average,0.87729
turn,3.219324,calls,2.19324,safe,0.99614
river,4.24899,bets,2.4899,average,0.99596
river,2.24899,folds,2.4899,safe,0.91111
hole,1.1,calls,1.0,agressive,0.149
hole,1.301,bets,3.01,average,0.43
hole,-0.6990000000000001,folds,3.01,safe,0.117
hole,2.301,calls,3.01,agressive,0.149
flop,2.0,checks,0.0,agressive,0.34135
flop,2.25,bets,2.5,average,1.0
flop,1.25,folds,2.5,agressive,0.34135
hole,-1.1,folds,1.0,agressive,0.089
hole,1.1,calls,1.0,average,0.279
hole,1.1,calls,1.0,safe,0.16
flop,1.0,checks,0.0,average,0.55597
flop,1.0,checks,0.0,safe,0.77798
turn,0.207971,folds,2.07971,average,0.27923
turn,0.207971,folds,2.07971,safe,0.50821
hole,1.1505,bets,1.505,agressive,0.215
hole,1.1505,calls,1.505,average,0.222
hole,-0.8495,folds,1.505,safe,0.19
flop,1.0,checks,0.0,agressive,0.26735
flop,1.0,checks,0.0,average,0.52266
turn,1.0,checks,0.0,agressive,0.27923
turn,1.0,checks,0.0,average,0.42609
river,1.0,checks,0.0,agressive,0.27576
river,2.211869,bets,2.11869,average,0.84747
river,0.211869,folds,2.11869,agressive,0.27576
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.192
hole,1.1,calls,1.0,safe,0.16
flop,0.165819,folds,1.65819,agressive,0.25624
flop,0.165819,folds,1.65819,average,0.56707
flop,2.165819,calls,1.65819,safe,0.97225
turn,3.241304,bets,2.41304,safe,0.96522
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.279
hole,-1.1,folds,1.0,safe,0.1
flop,0.224561,folds,2.24561,agressive,0.35245
flop,2.224561,calls,2.24561,average,0.60037
turn,1.214976,folds,2.14976,average,0.48019
hole,1.1624,bets,1.624,agressive,0.232
hole,1.1624,calls,1.624,average,0.205
hole,-0.8376,folds,1.624,safe,0.167
flop,1.0,checks,0.0,agressive,0.45236
flop,2.230111,bets,2.30111,average,0.92044
flop,0.230111,folds,2.30111,agressive,0.45236
hole,1.1,calls,1.0,agressive,0.113
hole,1.1,calls,1.0,average,0.154
hole,1.1,calls,1.0,safe,0.283
flop,1.0,checks,0.0,agressive,0.16744
flop,1.0,checks,0.0,average,0.39315
flop,1.0,checks,0.0,safe,0.43016
turn,1.0,checks,0.0,agressive,0.08599
turn,2.243237,bets,2.43237,average,0.97295
turn,0.243237,folds,2.43237,safe,0.26377
turn,0.243237,folds,2.43237,agressive,0.08599
hole,1.1,calls,1.0,agressive,0.124
hole,1.21,bets,2.1,average,0.3
hole,-0.79,folds,2.1,safe,0.135
hole,2.21,calls,2.1,agressive,0.124
flop,3.194958,bets,1.94958,agressive,0.77983
flop,2.194958,calls,1.94958,average,0.9445
turn,4.241304,bets,2.41304,agressive,0.96522
turn,3.241304,calls,2.41304,average,0.88502
river,5.240404,bets,2.40404,agressive,0.96162
river,4.240404,calls,2.40404,average,0.76364
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.181
hole,1.1,calls,1.0,safe,0.173
flop,1.0,checks,0.0,agressive,0.16374
flop,2.225486,bets,2.25486,average,0.90194
flop,0.225486,folds,2.25486,safe,0.53377
flop,0.225486,folds,2.25486,agressive,0.16374
hole,1.1,calls,1.0,agressive,0.17
hole,1.1,calls,1.0,average,0.106
hole,-1.1,folds,1.0,safe,0.117
flop,0.24121199999999998,folds,2.41212,agressive,0.29325
flop,0.24121199999999998,folds,2.41212,average,0.21184
hole,1.1,calls,1.0,agressive,0.173
hole,1.1,calls,1.0,average,0.123
hole,1.1,calls,1.0,safe,0.24
flop,2.163043,bets,1.63043,agressive,0.65217
flop,0.163043,folds,1.63043,average,0.30805
flop,2.163043,calls,1.63043,safe,0.88529
turn,2.0,checks,0.0,agressive,0.54589
turn,3.219807,bets,2.19807,safe,0.87923
turn,1.219807,folds,2.19807,agressive,0.54589
hole,1.1,calls,1.0,agressive,0.105
hole,1.2177,bets,2.177,average,0.311
hole,-0.7823,folds,2.177,safe,0.142
hole,2.2177,calls,2.177,agressive,0.105
flop,2.0,checks,0.0,agressive,0.15264
flop,2.150093,bets,1.50093,average,0.60037
flop,1.150093,folds,1.50093,agressive,0.15264
hole,1.1456,bets,1.456,agressive,0.208
hole,1.1456,calls,1.456,average,0.203
hole,-0.8544,folds,1.456,safe,0.128
flop,1.0,checks,0.0,agressive,0.56707
flop,2.179695,bets,1.79695,average,0.71878
flop,0.179695,folds,1.79695,agressive,0.56707
hole,1.1,calls,1.0,agressive,0.174
hole,1.1,calls,1.0,average,0.242
hole,1.1,calls,1.0,safe,0.19
flop,1.0,checks,0.0,agressive,0.44126
flop,2.23728,bets,2.3728,average,0.94912
flop,0.23728,folds,2.3728,safe,0.17484
flop,0.23728,folds,2.3728,agressive,0.44126
hole,1.1,calls,1.0,agressive,0.115
hole,1.2058,bets,2.058,average,0.294
hole,-0.7942,folds,2.058,safe,0.203
hole,2.2058,calls,2.058,agressive,0.115
flop,3.197502,bets,1.97502,agressive,0.79001
flop,2.197502,calls,1.97502,average,0.60037
turn,4.193478,bets,1.93478,agressive,0.77391
turn,1.193478,folds,1.93478,average,0.49565
hole,1.1,calls,1.0,agressive,0.166
hole,1.1,calls,1.0,average,0.101
hole,1.1,calls,1.0,safe,0.147
flop,1.0,checks,0.0,agressive,0.26735
flop,2.172063,bets,1.72063,average,0.68825
flop,0.17206300000000002,folds,1.72063,safe,0.52266
flop,0.17206300000000002,folds,1.72063,agressive,0.26735
hole,1.1869,bets,1.869,agressive,0.267
hole,1.1869,calls,1.869,average,0.137
hole,-0.8130999999999999,folds,1.869,safe,0.174
hole,2.3444,calls,3.444,agressive,0.267
hole,0.3444,folds,3.444,average,0.137
flop,1.241674,folds,2.41674,agressive,0.58927
hole,1.1,calls,1.0,agressive,0.169
hole,-1.1,folds,1.0,average,0.089
hole,1.1,calls,1.0,safe,0.225
flop,2.206753,calls,2.06753,agressive,0.81961
flop,0.20675300000000002,folds,2.06753,safe,0.55597
turn,3.201208,calls,2.01208,agressive,0.7971
river,4.219192,calls,2.19192,agressive,0.69293
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.145
hole,1.1,calls,1.0,safe,0.168
flop,0.240287,folds,2.40287,agressive,0.18594
flop,2.240287,calls,2.40287,average,0.66512
flop,0.240287,folds,2.40287,safe,0.35245
turn,1.228744,folds,2.28744,average,0.55942
hole,1.1757,bets,1.757,agressive,0.251
hole,1.1757,calls,1.757,average,0.142
hole,1.1757,calls,1.757,safe,0.336
flop,2.240287,bets,2.40287,agressive,0.96115
flop,2.240287,calls,2.40287,average,0.90934
flop,0.240287,folds,2.40287,safe,0.85014
turn,3.229469,bets,2.29469,agressive,0.91787
turn,3.229469,calls,2.29469,average,0.87923
river,4.219444,bets,2.19444,agressive,0.87778
river,4.219444,calls,2.19444,average,0.83737
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.139
hole,1.1,calls,1.0,safe,0.194
flop,1.0,checks,0.0,agressive,0.09713
flop,1.0,checks,0.0,average,0.11933
flop,1.0,checks,0.0,safe,0.55597
turn,1.0,checks,0.0,agressive,0.12464
turn,1.0,checks,0.0,average,0.12464
turn,1.0,checks,0.0,safe,0.58068
river,1.0,checks,0.0,agressive,0.59394
river,1.0,checks,0.0,average,0.06162
river,1.0,checks,0.0,safe,0.45354
hole,1.1617,bets,1.617,agressive,0.231
hole,1.1617,calls,1.617,average,0.147
